loan_uuid,account_number,account_type,account_status,product_id,entity_uuid,relationship_type_id,open_date,interest_rate,billing_cycle_day,term_in_months,original_amount,currency,collateral_description
b0db4d43-6df7-478d-89dd-312bac61c8b0,LCC00003872,auto,closed,73893a69-aa6a-418d-af42-0888d97275f6,1096cfff-22be-4a11-8541-97ccaac99aa7,c722f6df-7d59-4704-9845-dd0a00b60d7c,2021-06-30T00:00:00Z,8.12,5,48,22944.16,usd,2019 Ford Escape VIN ET0R72GE08M6JKE8J
6dbae798-502d-4d56-81ee-7055ed59f17c,LCC00003873,home_equity,active,d6c3cf69-a51b-42b6-806e-68a36c5dfc38,5cdbd3c5-d38d-4e32-91d5-ba35c45229e7,09b73739-107c-4ea3-8930-38e18d3be9d4,2021-02-14T00:00:00Z,9.08,17,60,117729.08,usd,Townhouse 96221 Matthew Camp Apt. 327
78cee8d2-bb49-4256-97e1-378b4e3ca2c2,LCC00003874,personal,active,5f04ae21-6261-4e4f-bb4c-56b9e42199ba,0d68bc1b-73ca-4c22-8897-0253fd98c611,4c66fc91-6ca5-46ff-8de5-1b84b959f37d,2021-07-30T00:00:00Z,14.51,17,12,34757.36,usd,
06b4209a-21aa-4b20-884a-6cbde64e0592,LCC00003875,recreational,active,8b93b6ed-1fd2-45cb-b4f2-0e0d684ff3ab,37d75bbe-fdfc-4497-ac0d-c6719a679e70,574dd01c-be32-4535-b6ee-372d510fe1c4,2022-05-16T00:00:00Z,10.65,9,24,24652.79,usd,2018 Honda Escape VIN LZ7Y49JF2K330UDZW
0a424c1d-b55e-4508-97a1-a7bdff8c19ee,LCC00003876,recreational,active,03c2a650-174a-474a-9c4e-8ea38da1d8ce,040aa874-0abd-4947-aa9f-00eb3e70e73b,6541f86a-10f9-4f9d-a953-e6c62e425339,2021-01-14T00:00:00Z,12.9,1,36,31132.52,usd,2020 Mazda Escape VIN 9ZK8WLYR0W1H5S3CP
b438719b-9b20-4096-85a5-d5f1122ab718,LCC00003877,mortgage,delinquent,b33e7541-6d37-49a9-87bf-06dabb9072a8,6451ab07-d225-4be1-8982-1401df0cdf0e,caaa7fda-fe5c-474d-8300-329d5b03aaf0,2021-01-30T00:00:00Z,5.71,11,180,278956.85,usd,Townhouse 74068 Diaz Hill
d9e2bcca-407f-4964-85e4-6b3eab9643b6,LCC00003878,auto,active,e2da4f20-ead0-4df7-b3de-b70090fce11a,4542263f-da83-4a48-912d-dbd7087cc522,8599b2cf-9bff-4ac7-937c-41898c240151,2021-03-16T00:00:00Z,8.83,13,60,59640.41,usd,2019 Ford CX-5 VIN Y4XVZMED3CDRLPGJM
215b7461-ae7d-40d6-8dfc-7af59ed23535,LCC00003879,personal,active,e9dcefb3-f39b-4e13-a5ea-6cf428a40c88,a449a8c5-754a-413a-8a27-150c53d287ff,66b20490-f4d4-4240-8bbb-257c11b47ce9,2021-01-15T00:00:00Z,8.27,22,12,34222.82,usd,Primary residence 179 Alejandra Walk
da7a9c2b-7634-423b-b6ca-6eef9bf03b83,LCC00003880,recreational,active,34eb2db9-93a3-4b7c-9fe0-eedccfd9db0f,83b3567e-58ac-4bf4-bb68-3cc1360e39e6,cf06cee2-b263-49c6-a604-08171d0f3daf,2021-04-16T00:00:00Z,10.7,3,48,7261.54,usd,2024 Ford Civic VIN V0PHYVXHWD25TBKWY
a6965cac-bad2-4ae6-8be6-a6daf0f8cb4d,LCC00003881,auto,active,b8fb4dc7-eea2-4cf4-a2ca-f4580266d347,ed116ea0-4670-4363-8ee9-e36b7929cb90,6258b10c-2b84-4f79-ad3e-f24f1ee85afb,2020-12-11T00:00:00Z,8.71,7,60,21873.29,usd,2018 Chevrolet Civic VIN HNZKRZPGL2DZVYHJ8
94e39f80-fd3f-423d-aa06-77b426036906,LCC00003882,personal,active,7dcdb18f-da0f-488a-a8a6-e8dfe8e7848a,b922213b-da16-4fb5-8359-c055d0101be5,ddafa753-39c1-425b-ab9a-34896505ec53,2020-01-20T00:00:00Z,13.74,5,36,25811.05,usd,
a5b1e412-06d5-44ee-84d7-3125743a7867,LCC00003883,home_equity,active,9e97214a-b319-4a15-8ec9-af68e7ec2ec3,ef953920-9eee-463f-8ae9-6fae218f2038,c3c1e467-660f-4fd2-b2b8-019bfafa824a,2024-09-17T00:00:00Z,7.17,15,60,107303.34,usd,Single family residence 028 Stone Ville Apt. 539
f8d5447f-ce0c-415b-83fa-d23f82f32291,LCC00003884,personal,active,830b6c6c-dd9d-45c6-bee0-69074426d14c,865ffb59-52f8-4922-88b1-a9601e525dd7,9b2102b2-9318-4110-abd8-1d3d2e9a0d17,2020-01-24T00:00:00Z,8.51,6,48,37382.37,usd,Condo unit 81729 Elizabeth Neck Suite 498
6653051e-4e94-4d76-bf4f-38b5a76250dc,LCC00003885,mortgage,delinquent,0206355c-1f52-4952-8956-fdcad42fabb9,1b6b77f2-bd87-49ff-8848-2444f0b99709,1f32851c-5d9f-4a95-89a5-cfbd5b9ebe69,2023-10-29T00:00:00Z,5.58,2,240,542176.34,usd,Single family residence 1275 Green Parkways
156ea5c7-a107-40a9-a758-3efde228ea07,LCC00003886,personal,active,9da96a43-20c8-45e6-9f3c-d29a0910d0fa,d57081fb-34d7-4120-834f-2dfc6fc3dbbd,9f5f54b3-abb7-4396-b5d1-a1fdd452715b,2022-10-07T00:00:00Z,13.3,4,36,26055.79,usd,
48efed0a-aa8f-4723-8f6e-03298967ef2f,LCC00003887,recreational,closed,0b4e314a-2815-4be5-848f-c5add88f5bbd,fa2d0d61-dada-40a9-bdc4-cb1d8cfe584f,f4f34b5d-8338-412f-bdfa-a8e12b89c33b,2021-09-01T00:00:00Z,12.49,1,36,12609.71,usd,2018 Honda CX-5 VIN HEKVEKM6FFZJX2BKT
55943f1c-7c78-4bbb-8d8b-211556b20a56,LCC00003888,recreational,active,8510e338-4e5d-45ad-804e-ae8599b08d2b,07ee0596-b9e4-4d4d-bd0b-9f042816e9c7,3292e0be-9d7b-42d7-ae45-4a4dea26be2e,2024-01-20T00:00:00Z,9.24,6,48,32560.09,usd,2021 Mazda Escape VIN GK9E9BAECWKJ2VYZP
9a456cf1-2ef6-4c16-a496-9fac6cfac805,LCC00003889,auto,active,f6f763a9-4cbf-4f09-beca-653ff4510ff4,b1e9f587-fd58-4207-8ffe-e08e30426b21,5a74064d-1697-44dc-9f55-07c6b5b92365,2021-05-17T00:00:00Z,6.3,1,60,48188.19,usd,2024 Ford Silverado VIN X6X87FVXBL5VEV57X
4c63ff77-2498-4f5e-828e-a62edd5868bf,LCC00003890,auto,active,c74f37d9-42aa-4182-a6b1-3fc5b9d2400a,1334a984-9e13-4ad0-b3ee-8e6e5014d073,ebd1ec45-d9f0-47cc-998f-5b715e7db483,2024-01-17T00:00:00Z,5.41,25,60,34336.21,usd,2022 Mazda Silverado VIN 8M70J0HAPPZKT5KS9
e207c568-b05d-4d49-bc3c-1ee5abda6c0c,LCC00003891,personal,active,611c75f1-fd53-483e-a7e8-fc161dbd4f63,17366e3e-2930-4a9f-bbce-322c0db49ad8,f20bdb2d-1b9c-4592-856b-3acc1f032621,2022-02-13T00:00:00Z,11.71,16,48,26016.25,usd,
78f3ad63-726a-48b2-b1a9-039d628ec4c8,LCC00003892,home_equity,active,0888edd9-5362-4d5e-a617-5aceaad12951,5ae8e09e-215b-405a-be30-6bb4111d31d7,348a127d-fd07-4d29-875c-ce01dc788a0a,2023-02-09T00:00:00Z,8.9,26,60,78234.92,usd,Primary residence 65507 Mitchell Isle Suite 308
76a71117-858a-41ed-a87a-b89dad482c1c,LCC00003893,home_equity,active,89ddaab4-6354-4779-b59d-530b10af0788,0b2c0526-04ad-4692-9826-e5cb8e749cbf,43a3e534-1cc8-463d-b659-4e2f55d56f62,2023-02-23T00:00:00Z,8.27,21,60,135005.8,usd,Primary residence 0325 Samantha Mews Apt. 592
5386fe06-587c-4fe4-820a-b24e40c2b849,LCC00003894,personal,active,ea95e938-aca0-4b54-be4f-ed4c640af019,f1311baa-48c4-42a8-953b-ee9da3ef3068,d7ca5fd8-80d6-43d6-8f63-4dad608bf5f3,2024-04-17T00:00:00Z,8.62,27,24,43469.06,usd,
86619367-a757-4bfc-a4f6-036c2998eeb5,LCC00003895,auto,active,8dc9fbae-dd76-48a0-a2c8-56e6641d1e66,c301cbc8-fb3e-4dfd-99c9-b1c5394e9e04,f2edc7b4-da3b-4081-8b79-365f0715641e,2022-10-05T00:00:00Z,7.47,24,36,45173.73,usd,2023 Honda CX-5 VIN G8AM1116ZU561J5D0
5ce36e19-0211-45b0-a087-10f762cadd36,LCC00003896,recreational,active,b4e6a762-3ee9-416d-940f-2f6d3a12f66d,06332c38-49fd-4898-b7e4-2fc7cf54d50f,f4bef8fe-5df8-4ac0-af83-773e03530ba1,2024-09-02T00:00:00Z,13.05,4,12,24001.96,usd,2021 Ford Silverado VIN 4BSVK8KL4NSN75TAZ
f4b2fb4c-4d7a-4b0f-ba23-a374c6fdad40,LCC00003897,personal,active,ec7601de-c87b-4b99-bf3b-3b7bfb38dff6,95a54a4c-b4ff-4d06-8b84-98272284fcc0,8802b71f-b125-4144-a128-030e8d882693,2024-12-15T00:00:00Z,9.46,5,36,13661.43,usd,Single family residence 8635 Villegas Glen Apt. 035
7c4e4d84-1ff4-4d0d-a6dd-f70de48dc077,LCC00003898,auto,active,349af405-9e2b-44c1-ba5c-54c452915425,33ef4ca1-3cd6-4c9e-9bc8-4c707414240d,36deb2e4-848b-4d12-a898-dcedc61df994,2020-09-21T00:00:00Z,8.99,3,72,23368.42,usd,2021 Chevrolet Silverado VIN CXVFHK5S0VE3G3KZF
9c7343bd-32b5-43b5-b220-f8b040b63222,LCC00003899,home_equity,active,0dfafd35-a201-43ce-8bb4-31bef86374c3,14803a66-ee42-4b7f-bb42-c33ef4f229b2,fce1f24a-f72c-4af0-96ee-fb0a92424432,2021-02-05T00:00:00Z,8.47,6,120,78395.38,usd,Townhouse 46371 Mcdaniel Summit
79af45fa-a2a7-46aa-897f-f7b5b0850c17,LCC00003900,mortgage,active,1bb41358-c18b-409c-96cb-585123f83671,164fc122-5b29-41bc-ace7-34d6169ed10e,8e872018-3f6c-4eaa-88aa-4edd1b15c9c6,2021-12-11T00:00:00Z,7.39,6,180,491897.75,usd,Townhouse 98103 Henry Pines Apt. 948
31aeacf2-a5a1-4db0-b473-b2024ed7a510,LCC00003901,personal,active,0c25e73a-fcf8-46f5-9cd6-daabab7e45b2,1b6ec2f0-59c0-427f-92f8-26fef09c1c35,dfa906f9-b9e3-4071-9a2e-f264082b0878,2021-09-16T00:00:00Z,8.28,20,24,42715.74,usd,
90332ace-4d9e-4818-85b7-e04a7c084bfe,LCC00003902,auto,active,c33cbe16-3cb4-4404-936d-a4f7bbd4e67f,a859ebe4-44a8-4c5e-9393-c6d8207917e0,6cb17059-6527-4b07-b766-541272bebd69,2024-07-20T00:00:00Z,8.87,4,36,49452.65,usd,2021 Chevrolet Camry VIN EK8FG2PSKRP017W0B
7b838939-54ea-4c0f-b13b-6c5af9007b65,LCC00003903,personal,active,295c3a87-c27d-4a4a-97dd-d2e431fc0936,cc01c7d8-ad82-4d47-b740-fe3a6a74519b,421de22a-d345-4a00-adb1-daabd39b0764,2023-10-22T00:00:00Z,9.58,8,24,46425.14,usd,
824a06a0-b48a-4672-b040-6b182ea813f5,LCC00003904,auto,active,fe0bb2b2-890c-49ba-b6a9-9d4221f857d4,587c6c32-68eb-402f-86df-495c03ff175b,7deeedb5-47e1-4f89-b953-b4de2ccaf444,2022-08-30T00:00:00Z,7.49,21,72,27021.49,usd,2021 Ford Silverado VIN M1G48BCEV0EE4HDYY
4d3e4325-7ea4-41fb-bc8b-2e7e39af49d1,LCC00003905,recreational,active,61627fa6-4de8-4418-8170-0aa3b176ed52,592e68be-7747-4d1c-9523-47f68936a532,750779a7-52af-4dd2-a278-bc3b72bd551f,2020-03-12T00:00:00Z,8.75,26,24,21993.67,usd,2022 Toyota Camry VIN V9XN9CGWH2RPDJ0HJ
377cc4fc-bedd-490b-aaef-b9ca4f71073c,LCC00003906,home_equity,active,b7385b42-cbf4-4b57-a2c3-e78937aec743,fe6d4a39-30b7-4575-b675-89a80a96d650,ea9203b8-6ca3-42fc-ac03-ae76e82a1956,2022-11-26T00:00:00Z,8.25,8,180,34091.2,usd,Single family residence 17134 Joshua Field
3c60afd3-6730-4eb7-b46c-15fda59b41e1,LCC00003907,mortgage,active,8170f0f3-efcd-4eef-a4d6-6cdb47451474,cae4b134-113a-41fc-a640-68a3955de03a,359a8f1b-7eb9-4224-8d86-a7f99a64408a,2022-07-10T00:00:00Z,6.0,5,360,320841.99,usd,Primary residence 351 Gonzales Parkways Suite 989
e37083a8-7e56-47c0-bb00-656f861d5966,LCC00003908,auto,active,1d31a618-55e9-4ddd-aac3-0bef7e82809f,1f07f4c8-edb1-45f0-9444-1eedeb5aa147,3ca882ff-6742-4bd2-8f3a-90df41aa7192,2023-09-29T00:00:00Z,8.11,11,48,15688.74,usd,2023 Toyota Camry VIN V338AJ2XD0Z2BR792
53f0e1f4-6f86-44d4-b8de-f53e1c50cd09,LCC00003909,recreational,charged_off,4f4b5624-ea28-41d7-b734-6452bc7fb2b7,98e7d759-5096-4bcc-abbe-7c4ccd8ef395,5834572b-c619-469f-8c05-f50b421caf5c,2020-04-01T00:00:00Z,14.7,28,12,45075.38,usd,2022 Chevrolet CX-5 VIN ERU3369A2MH34UT77
7d0a74d0-eccf-46dd-bb6c-e7a1fc218a88,LCC00003910,recreational,active,1520b0d9-e184-4b78-bdfc-03a3d9f907cb,e56e4155-6e29-4a2f-840d-49130c531af3,2c6e5822-d16c-4b5d-941e-85b9958bd3b7,2020-01-23T00:00:00Z,14.01,5,48,14957.6,usd,2018 Chevrolet Civic VIN 34SPRETGNZUGRN4C5
4db8a775-25aa-4258-aa99-1e0d5d6f2a10,LCC00003911,recreational,closed,b5894986-fb79-4a15-8fb6-c16ff541f809,4bcccd2c-d684-4e71-a7ed-9c81675d3cd1,202d97d2-e1f9-4c74-9b90-d6dac2b98aa5,2024-10-01T00:00:00Z,8.88,17,36,48728.87,usd,2023 Toyota Escape VIN TYNCS9JRPRRPNL8CR
2cd73eac-518b-496e-9f4f-f3a6aff8c6f8,LCC00003912,recreational,active,9914ff0f-9a2c-4e08-b2e6-4077636c2ed5,50fac3d3-4115-44a4-a04b-98f5a31edee7,9d117221-41a5-492c-bb63-115597b5c0b7,2023-01-19T00:00:00Z,8.72,14,12,8788.86,usd,2023 Mazda Civic VIN ZN8K8YR50ZHHHYKEN
1970fb10-2aad-4e5d-bc49-1ecd0c5f14b3,LCC00003913,home_equity,active,97e9579e-f7aa-42d8-b70e-e69b6c1ddee3,5b40f06c-3263-4217-a3d8-380acb9ff4c0,e991b6e0-48b5-4a64-a595-df8745edceb4,2024-05-21T00:00:00Z,7.37,11,180,41951.46,usd,Primary residence 073 Olson Circles
b34f1940-67b2-49ae-8dfe-2066236a7e56,LCC00003914,mortgage,active,8d92bade-09b0-4ce9-9ef4-7be38848d882,947ec256-f848-4e64-8793-14f52911c5f1,fc206b23-345d-4e14-9fd4-087dfef7eb76,2024-06-30T00:00:00Z,7.32,8,360,424692.06,usd,Primary residence 783 Bowen Wells Apt. 317
77d95bc8-acd3-48ee-9b0d-709b75078d4d,LCC00003915,auto,active,7d1f662d-6db0-4104-b3dc-63fa303cb056,ad75b609-d9da-4a34-8996-1cfba4327ef0,42d17f02-d070-425f-a187-3dd7608261fb,2023-10-15T00:00:00Z,7.14,27,60,41214.77,usd,2020 Honda CX-5 VIN 4AWTHAA5HXBBWC0Y7
b28cc381-6198-45fd-b2ff-f204e38d8b74,LCC00003916,recreational,active,d4ad4b18-3fb3-4817-a182-e0068aafbb8b,18db5b47-ea4f-482c-baff-93c9d91c10b8,126de22a-a4ed-40ce-b7c6-e4c0ab30bd9c,2021-12-02T00:00:00Z,8.64,22,48,48486.1,usd,2021 Toyota Camry VIN XSLBACWYALHBZY266
21b19dba-098c-4772-a935-463286d97131,LCC00003917,personal,active,3f6c5306-b77b-402e-968b-9d6cc3260e4c,4c34ec4b-c5f5-49e3-99bb-7ce22c692e72,70478e69-afd4-4bdc-a076-a8da27434cea,2020-01-18T00:00:00Z,13.91,23,48,22948.72,usd,Single family residence 60038 Jonathan Neck
2f9e323d-8770-4729-aa66-a0ede4219750,LCC00003918,mortgage,active,9d4d43db-5ac1-4395-a139-9ea289044a35,779b20cf-ef8c-4d5b-9200-b42df6ab7cff,56a4745f-3f51-441f-9756-f977f0a8f167,2022-03-17T00:00:00Z,6.32,11,180,404413.42,usd,Townhouse 83623 Martin Forest
4bcde12f-14d3-4a07-a0e6-b13ddc7b0bb6,LCC00003919,mortgage,active,210b5cb4-a781-4733-97d5-a71d4e8acc0c,61d48dd7-dcd1-4b8c-a3a8-70f225d4d62a,b8a9767c-76d7-44e8-b5f7-8a5aea4b9c2c,2024-01-13T00:00:00Z,5.96,23,360,325749.16,usd,Condo unit 868 Ross Square
76a637e1-f74e-4d6c-a731-7fca7ac87153,LCC00003920,auto,closed,72db3fd1-6502-4c8a-aa4c-09e069e88b29,d4ab9c36-c08e-43f9-b772-02e6ffac0c71,8bcdd710-8c51-462b-8021-59de96050500,2022-03-12T00:00:00Z,8.57,14,48,72972.34,usd,2019 Chevrolet Silverado VIN X8MZ8C1Y5AK4P65E6
73bb15d1-3205-4e02-bbda-f19966458dcd,LCC00003921,mortgage,active,b41bba58-c400-4759-bc52-61a5d0a2c1ce,a6441bc0-6c90-4cc5-b42a-a2e026c4c232,84415d1d-e3de-4c1c-9d28-b76580d22807,2021-01-19T00:00:00Z,6.18,11,180,206541.16,usd,Primary residence 757 Barker Lake
7ad77cf4-5fd3-42ec-bc99-b9f4672589fc,LCC00003922,recreational,active,843061f6-7ace-43df-bccf-6e9ab7ed01dc,de3abbea-8545-45f5-97ae-5ea146a425b6,504bb046-ab08-4ff5-af6f-5518ce587f0a,2020-11-01T00:00:00Z,12.59,18,36,25516.99,usd,2020 Chevrolet Civic VIN 63R1E21XY3Z1MLWZR
e5917d14-7180-4201-86f0-2e90c15cdf04,LCC00003923,recreational,active,723a9764-e4ca-45ac-9574-e6b128fd36da,8291b27c-ad45-429b-b8b1-982904ed267d,43abbb32-c2f3-4bdf-b290-b2a1d9a2895d,2020-12-02T00:00:00Z,9.59,25,24,15820.65,usd,2023 Toyota CX-5 VIN YBDPXR88A2DBKLLHU
4ec61c2a-d023-4f58-ae87-2eb903ced4bd,LCC00003924,mortgage,closed,98debcb5-ffd3-4901-a2ee-db4d924c99a2,c2a6ec62-fc34-4bd3-9a7f-73f297579ff2,d23a4641-3e47-4f73-a2a3-24beada13df1,2022-09-19T00:00:00Z,5.96,3,180,193624.62,usd,Condo unit 962 Eric Mall
025db344-7340-4bf2-bd3e-102ae12ca40d,LCC00003925,personal,active,008ac8c2-6704-43ea-986e-4a8c6548cd2d,c1bff687-4de8-4b79-b6e6-bc4585a2387c,75761134-1840-4d87-a067-05fd92bff99a,2021-02-23T00:00:00Z,8.03,18,48,36944.37,usd,
ea3eb830-00af-4650-bdd1-b1a010264016,LCC00003926,home_equity,active,4c9df1fc-e3d2-4909-9f91-f505fe3c2516,e5aef049-78a7-4086-9803-46215db0b47a,0a0dd06b-0990-461a-a5da-341c547dae0e,2023-11-24T00:00:00Z,9.43,5,60,68967.47,usd,Townhouse 25853 Wesley Parks Suite 873
c35541bd-4170-4057-aed3-a449702ae3d4,LCC00003927,recreational,active,c5d471b2-b0f9-4544-8966-b7619191299e,ab72cc36-11ef-4351-a724-0b7d79635a5e,b750b146-0766-4319-b3b8-35d7a3509634,2020-06-18T00:00:00Z,8.33,22,36,18372.44,usd,2023 Mazda Camry VIN 6HHX9PT4U3V1WD2EJ
3f11c2fa-ef12-494b-a1f3-d004f0378bcb,LCC00003928,home_equity,closed,2933ee33-e7ba-410c-a373-87af77c1be3d,f8e44d14-a31a-4a79-a36b-efa75215482a,a8037782-6631-4763-b3a6-274598052bc3,2022-09-08T00:00:00Z,9.09,16,120,115363.14,usd,Townhouse 846 Johnson Union
5196b8ee-118e-4877-8e8b-bc66fe3578a6,LCC00003929,home_equity,active,7e20b41e-a967-4d70-8343-4945878e8b83,c69d8caf-56c4-489f-b181-665e97ed39e5,699a924c-d14a-4f27-a0b9-a03088d49856,2024-08-31T00:00:00Z,7.11,21,60,125189.51,usd,Townhouse 95830 Jessica Lock Suite 006
9362d06b-cec3-4709-9e76-720848f91616,LCC00003930,home_equity,delinquent,83dee8af-0bf5-4412-80c1-fd643d991550,3f5a9347-dbd9-4e4e-8233-c8632a1d9166,3b0250cd-0728-4d72-879f-347423996600,2020-01-10T00:00:00Z,7.31,8,60,88136.42,usd,Condo unit 9070 Steven Wall
9aaedf2c-2578-4777-b4d0-e2d79ee4b473,LCC00003931,recreational,active,cdce4d5d-c19a-44dc-bd39-2852476f319c,0f40ebc5-0434-4d31-8cf2-92f6df37a004,adb06106-ed5b-4189-8079-b3d1cdb60b34,2020-11-30T00:00:00Z,14.09,13,24,23217.88,usd,2020 Mazda CX-5 VIN BP9FYNNJJFRKHJ57Y
5aefb5a5-f18f-4f97-8408-549404d138b1,LCC00003932,home_equity,active,1b81e60a-778e-46e9-847f-67800b0d6ed9,a0cd6de7-a4b0-4937-af85-b1a14176a915,7745dae5-bd69-4403-a09b-9f2cc88ab929,2020-04-16T00:00:00Z,9.48,6,180,91501.15,usd,Townhouse 3693 Joseph Circle Suite 477
c641b9fd-0a25-4ecc-bd39-2a3261013b66,LCC00003933,personal,active,d6498886-bbaf-4b55-9fa4-9eef040a2f84,a3466090-0502-45ec-b060-5d637d06611f,6ee08faa-7e0f-4f0c-af61-58dac535c701,2022-07-20T00:00:00Z,9.73,15,48,35698.74,usd,
85e21c42-7eb5-4606-acc5-58676e656cca,LCC00003934,personal,active,993daa89-0d94-4e0f-8ad8-2b930a7335c3,3a4a476b-fd0b-4227-b597-56842611abf5,16af5b11-df7d-4f41-b8db-f58417c9bfc8,2024-12-19T00:00:00Z,12.02,3,36,24942.82,usd,Townhouse 43329 West Hill
23d7f441-1219-4e32-bb96-50992226e815,LCC00003935,personal,active,46cc5d93-0477-4cc1-9f7a-7dc6d19fbeea,baef680d-58b3-432f-93e4-843b0a4c6e96,af1a45ec-1055-4f7b-8170-097fb0e451b8,2024-04-05T00:00:00Z,14.49,13,48,8876.72,usd,Single family residence 1031 Debra Stream Suite 316
35cfd73d-ef57-4194-b796-3c20a52cc507,LCC00003936,home_equity,active,4a4a9447-4ee3-4a52-b2ef-2a538d44f3b3,d9e4a79c-7852-4aa9-8376-e4dff316cdb9,160fc6bd-3acb-4730-8e2d-e8e66aa73260,2021-06-21T00:00:00Z,9.24,11,180,81459.61,usd,Condo unit 11314 Taylor Crest Suite 500
46b69891-a388-4667-9b3e-eec62d05c9e0,LCC00003937,personal,closed,1bc77f4d-a8d7-44fd-9d0d-d3e381ea9ebf,7e10fc98-a6b6-439e-a61c-8594cf273128,7da4936a-5db2-4bb2-90f0-4f7ac3737a91,2024-11-16T00:00:00Z,12.54,10,48,35137.13,usd,
503c4b1e-5067-4c4b-afad-2a7c4e726dd7,LCC00003938,mortgage,active,aee39054-be36-40af-9fb7-5b272c9bc4d4,82b855c4-0b0b-433a-a1be-e18d61ad5bee,930c7db3-6e0c-4f49-8f02-d16f62ea26e6,2021-03-11T00:00:00Z,6.75,23,240,202862.28,usd,Primary residence 853 Martinez Unions Apt. 495
8fb0aaf5-8238-4528-859f-96b72253b061,LCC00003939,mortgage,closed,2d0c5003-c8b4-4106-b476-6d47a11bce25,2169f828-f1f9-4aa0-b2b4-7ac41e4410e3,3e466a50-4b30-444a-96dc-a02de0246df7,2022-08-18T00:00:00Z,7.11,3,180,397075.87,usd,Primary residence 4655 Daniel Mountain
249313c5-afe4-4cbf-98ef-fe62b71d18d3,LCC00003940,auto,active,49a3ea42-de1f-496d-83e0-06d111cce45a,9d09a132-567a-48ce-929f-c5180ad0b4ed,2dbdac68-c5e4-47e4-b5fb-6b5a1f2ef7bf,2023-12-06T00:00:00Z,5.84,25,60,74449.96,usd,2018 Ford Escape VIN NYSSTV1WF288ZL2FC
49625c94-c7fd-4012-be7c-63c359b6b5a0,LCC00003941,recreational,active,ba6b3ca9-fa28-4290-ba7b-e7ed86bca64c,ba335914-3404-419d-b9a4-2ac71159e84e,91897324-39b8-4a1a-817a-c9020e909c92,2021-09-18T00:00:00Z,11.8,14,36,38696.99,usd,2023 Honda Escape VIN LDFCDRRP3GJ5Y6KWC
87e3414b-6e18-4f41-9199-5c47863a6257,LCC00003942,auto,active,79972cc0-1828-4905-8390-9b9ec59488c4,77f14736-1d02-465a-86fa-4ef8ff415dd5,5ac7ce84-1607-4303-bf7a-a9c18d65ed7b,2022-11-19T00:00:00Z,7.75,24,36,45206.38,usd,2021 Honda Escape VIN 5TFH0DS2YFSF6J3Z8
755d7790-e8e4-4244-827d-ce64a39515e0,LCC00003943,auto,active,d567a40d-b73c-4653-8575-fb8920b6eb89,6d48bbf3-f094-43e1-a680-50084547c446,e81d40ea-9efb-4ed7-94ae-524efb159cf9,2024-03-06T00:00:00Z,8.54,12,72,59245.09,usd,2022 Mazda Escape VIN ZPY1RDPFLTVHE14AA
b1129207-b1f1-4821-97c1-411baad2e123,LCC00003944,home_equity,active,763fa64a-259a-418d-87db-eb9e058e2d55,aa67acfa-99bd-433c-b6d3-fa9647a548e6,2779ec6c-f264-48e0-9da3-377da1d8d87b,2024-08-23T00:00:00Z,6.81,18,60,55075.95,usd,Single family residence 62376 Kelsey Fall Apt. 330
89b3af64-ba37-47d9-8f2e-3915bc06eccc,LCC00003945,recreational,active,ea5387ae-248e-45d5-b0d2-af1bb57c1d63,7a45fa27-a395-42d8-80ea-50346afe8ac9,735a46a5-a56c-4b5e-a0cc-949a4cb06e5b,2022-05-25T00:00:00Z,12.68,13,48,33912.01,usd,2022 Ford Escape VIN A4L3Z4623F3R8X6K0
b225fee6-dec1-40bc-9181-5aa06e9e0516,LCC00003946,home_equity,active,3b7af35e-cb4a-4cf3-8a92-2654e63f30a1,7ec302fa-bca5-431f-9751-a16c91b44c71,46dd7d49-c1cb-493b-810b-c86df74bb2b3,2023-08-08T00:00:00Z,7.76,18,180,119210.89,usd,Condo unit 40897 Robertson Views
17c4a134-0b59-451e-bfee-81e78a4d31c2,LCC00003947,recreational,active,0ed820f8-7e97-42ff-a4bb-81e779a23476,436e75e9-831a-4212-8837-deea3cd60018,6dac6190-1d97-4dd9-94cc-28ed200ca12f,2024-11-26T00:00:00Z,8.31,2,12,26417.24,usd,2020 Honda Escape VIN 8AN2GDTW21WVCJFVG
f1f58c4b-cf3f-4d08-aa7e-fc8eb90fe334,LCC00003948,mortgage,active,18e15600-6fbb-4a9e-8269-4b96d37bd767,07ab6eb9-5cb4-4b1a-b913-d3ee2059318e,cf860907-d1d4-469b-9fd9-72091057bbd5,2023-08-28T00:00:00Z,7.5,27,240,216792.4,usd,Condo unit 65113 Price Plains Suite 033
7bf4302d-4895-4acd-9e26-471a79ae9769,LCC00003949,recreational,active,148146e4-84c3-4208-82f6-b73e93754361,8fb516b3-e571-4bae-aaf7-8c35e2125a83,532a8932-7fe5-4dc0-9d45-a10c8288a76e,2024-10-04T00:00:00Z,8.73,5,48,7956.58,usd,2022 Mazda Camry VIN CKUZAXB2A05Z0WSY7
e9926eec-4aae-4131-8391-ad9a19bfb525,LCC00003950,recreational,active,b2cd043e-c419-4594-bd32-b20dc97e7127,15de07de-5081-486a-a83c-1847dba64ab2,e0fe3ed3-1ac6-47a4-ae4f-aacbefac86ed,2021-06-08T00:00:00Z,8.61,21,12,10180.9,usd,2021 Mazda CX-5 VIN P2AVJBHF83U0WJFLY
